OrdemPad,OrdemEns,N,cv,rho,mod,algorithm,Cost,SL,Smax,Smin
306,226,10,0.5,0.8,Medium,NM,92912.18813,99.62455073,"[495.40968564684556, 593.4838002223444, 286.98867103892525, 511.2532837141717, 446.7851807545225, 613.3123407372042, 719.5858560841458, 392.0684477939297, 412.1066539067739, 332.51345348655815]","[340.27455268660583, 315.6474641063501, 138.7182680012506, 235.58749026012933, 320.06736253499696, 263.31036657378513, 280.1360818885692, 287.1225030654107, 151.123452214465, 169.1191416367824]"
515,227,5,0.5,0.7,High,GA,216986.4168,83.09288703,"[487.63, 405.6, 960.57, 796.01, 385.1]","[13.91302981670906, 180.29120200334467, 307.065204689915, 726.5039613397786, 136.77987830919014]"
634,228,10,0.5,0.8,High,NM,127959.2324,98.06385583,"[773.4597043970614, 463.89230412276373, 729.6310517177094, 545.525583185251, 365.4061143954039, 393.99695149465134, 573.17619690915, 527.2521737217735, 458.349220349731, 480.1264743745708]","[444.3993096547188, 303.10759162260837, 267.76380555982826, 526.7777580726504, 189.91488771599046, 301.5838300845158, 275.28524239959336, 439.1553531219697, 389.7129403494209, 418.58402264640284]"
743,229,3,0.5,0.8,High,GA,159269.8817,86.58958488,"[600.09, 629.58, 771.96]","[154.32186094442238, 623.7892233721573, 526.1163985903889]"
747,230,3,0.5,0.9,Low,GA,90522.89217,95.38929952,"[229.03, 153.25, 162.86]","[1.8870920446584556, 30.905494665279726, 124.70905768913411]"
420,231,3,0.5,0.8,High,ACO,144997.2094,90.2573508,"[600.0, 465.0, 965.0]","[450.0, 375.0, 470.0]"
955,232,10,0.5,0.8,Medium,GA,103403.6737,99.11751613,"[277.09, 117.04, 213.45, 460.15, 403.26, 89.6, 864.71, 717.39, 517.82, 242.67]","[21.821565736785537, 108.96734801473193, 123.57911375700725, 330.3872903600902, 286.7621880537152, 69.92003227620559, 562.5996418025763, 659.2966191506131, 86.13336752763352, 109.09489767165717]"
583,233,10,0.25,0.7,Medium,GA,124837.2742,97.88410113,"[546.46, 965.04, 983.73, 202.73, 709.61, 770.2, 355.42, 337.44, 651.29, 177.99]","[366.4478007115763, 784.0983054382218, 474.4795621592702, 20.080798133295232, 609.9171933476035, 21.874713682069064, 201.19589063299205, 203.95151810719506, 89.18688687304252, 62.00199570194627]"
949,234,10,0.5,0.8,Low,RD,110514.6931,98.26847018,"[422.6070751888925, 320.8083260221126, 514.3418381705042, 475.0161425884023, 182.0916047074127, 630.3512042400956, 363.8412716753213, 680.3406607898846, 638.6071985220254, 860.875713502923]","[64.6930047405781, 69.37115611474907, 237.0565464954847, 242.91093707085517, 131.42555914875336, 332.331489093609, 98.13465969119869, 634.1898533494092, 327.4088914520536, 515.9593921115693]"
114,235,5,0.1,0.7,Medium,NM,235618.0843,80.56286695,"[391.86338256157313, 428.7746334002678, 605.7266586542565, 205.16295230898993, 572.9781840887048]","[365.4064097755885, 117.5236213226736, 595.1141542876568, 43.56585358908015, 396.81427460203423]"
922,236,10,0.25,0.8,High,NM,91063.87215,99.82358146,"[819.3443578294655, 551.380599258378, 557.314451527659, 236.42287026609918, 777.3723830336085, 726.9657751382985, 176.55170234476856, 675.9708957983343, 133.89524267978, 275.7739531181005]","[554.6178489283154, 407.28283335882685, 318.66044806699426, 188.6111967402304, 392.6937883614934, 308.6372040576609, 17.109812150597747, 492.2869743217338, 10.65260108437635, 181.17828769153098]"
506,237,5,0.5,0.7,Low,NM,162983.5492,89.58398248,"[866.8100865645118, 787.3603429516731, 334.5798107364988, 595.4294921926695, 76.08959367437966]","[540.8787151565434, 390.16581888608454, 236.9818365377629, 360.6060120456816, 34.892604455544294]"
262,238,10,0.25,0.7,High,NM,162765.395,90.36590154,"[714.1001359667591, 510.3696064517285, 351.79489094020556, 509.05636091011115, 572.5856072322056, 47.21479397174724, 446.56733349860383, 267.00892667621747, 368.31205086053166, 284.31925360167867]","[501.08163433018234, 198.07510474067755, 294.12586079376626, 336.93951073879174, 55.59188632149211, 12.892272890569833, 207.18340836953868, 156.67731450785706, 245.42165866791203, 101.10576162105805]"
862,239,5,0.5,0.9,High,NM,79705.19824,98.5025588,"[1393.122864178771, 723.9064330302881, 353.6256855487414, 406.2467270014325, 921.4678830753469]","[923.4501742443491, 125.29075350383062, 302.87979487550575, 144.47559803258753, 316.24231898397994]"
31,240,3,0.1,0.9,Medium,GA,73991.0716,97.15779383,"[773.89, 305.18, 879.91]","[764.4640310450221, 25.956325275389606, 38.611768390213946]"
311,241,10,0.5,0.8,High,GA,147925.6337,95.55484706,"[641.08, 293.88, 330.95, 502.36, 503.96, 740.67, 803.7, 987.37, 872.54, 379.54]","[22.20279538526812, 190.94496068117982, 140.72344221387803, 460.68414838177796, 211.78769057496987, 564.3171362587148, 618.5393383256381, 355.9197762505254, 302.4868607963946, 282.9809217952291]"
736,242,3,0.5,0.8,Low,ACO,115149.4424,92.709135,"[535.0, 545.0, 885.0]","[220.0, 295.0, 840.0]"
21,243,3,0.1,0.8,High,RD,161193.6206,88.57634082,"[619.8742568191803, 449.7713810765178, 996.269137889415]","[534.4830588589565, 334.9177144109039, 963.0100882407977]"
179,244,5,0.25,0.9,High,GA,102248.4693,96.13272576,"[149.56, 836.0, 930.69, 727.49, 443.72]","[122.19373679137604, 742.5395212807367, 190.80195571015705, 684.3515599435457, 124.02931563267927]"
750,245,3,0.5,0.9,Medium,NM,55430.31445,99.92453331,"[815.0185950303356, 984.2920728313146, 590.4991851799123]","[806.730107982726, 713.6192817593237, 245.99068362993995]"
715,246,3,0.25,0.9,Medium,GA,84724.76938,95.52384022,"[712.76, 422.61, 38.27]","[49.9803679593096, 351.0821864432517, 27.537948594934814]"
648,247,10,0.5,0.9,High,ACO,114618.1205,99.49022424,"[955.0, 880.0, 345.0, 735.0, 830.0, 335.0, 350.0, 505.0, 120.0, 675.0]","[775.0, 565.0, 175.0, 400.0, 735.0, 25.0, 255.0, 270.0, 75.0, 15.0]"
845,248,5,0.5,0.8,Medium,RD,97323.78647,97.11466208,"[961.8122287755953, 980.52668569665, 560.657624032465, 501.5528188251687, 712.0405833482013]","[808.0804302967645, 681.8739748777175, 388.55369240440064, 178.85294854086408, 394.5819625610593]"
448,249,5,0.1,0.8,Low,ACO,111584.3472,95.09301087,"[280.0, 895.0, 905.0, 765.0, 720.0]","[220.0, 710.0, 515.0, 620.0, 570.0]"
780,250,5,0.1,0.8,High,ACO,108245.9352,94.53627121,"[990.0, 620.0, 405.0, 630.0, 930.0]","[850.0, 285.0, 275.0, 450.0, 530.0]"
818,251,5,0.25,0.9,Low,NM,64563.69032,99.67376563,"[840.0546909895779, 486.4432017091241, 601.9838886704674, 689.464391871915, 693.7563574200814]","[575.4424370525371, 400.40018429401454, 332.7537166562403, 425.03296227273216, 335.0431606976371]"
824,252,5,0.25,0.9,Medium,ACO,80772.0552,98.47935491,"[915.0, 880.0, 605.0, 315.0, 715.0]","[570.0, 345.0, 305.0, 260.0, 675.0]"
24,253,3,0.1,0.8,High,ACO,170165.7625,87.91868164,"[570.0, 450.0, 745.0]","[560.0, 430.0, 720.0]"
660,254,3,0.1,0.7,High,ACO,239632.2879,80.26382537,"[890.0, 970.0, 545.0]","[810.0, 630.0, 530.0]"
187,255,5,0.5,0.7,Medium,GA,137569.9294,92.14247332,"[324.96, 500.5, 366.39, 9.89, 854.33]","[19.353159962926597, 441.73782086358005, 128.78974986549295, 2.743141586889284, 351.9377049821455]"
367,256,3,0.25,0.7,Medium,GA,231219.1834,79.84074342,"[982.6, 225.8, 764.68]","[803.2372782422899, 93.87283271803375, 234.65885744097076]"
16,257,3,0.1,0.8,Low,ACO,147991.563,89.05832925,"[780.0, 515.0, 940.0]","[590.0, 330.0, 875.0]"
695,258,3,0.25,0.7,High,GA,244637.013,78.39728302,"[478.02, 80.4, 414.27]","[387.0163927113766, 40.485468204032465, 303.282898894864]"
513,259,5,0.5,0.7,High,RD,149784.5808,91.5861068,"[945.1352475979788, 784.8655072078246, 559.4662453496362, 122.92362621510034, 895.3722720337483]","[810.6203748213178, 702.6640531131864, 556.6476328789864, 21.22848389419517, 223.47821757559512]"
324,260,10,0.5,0.9,High,ACO,131191.2571,97.66474202,"[960.0, 815.0, 210.0, 155.0, 600.0, 170.0, 75.0, 460.0, 265.0, 975.0]","[745.0, 630.0, 175.0, 100.0, 185.0, 95.0, 35.0, 360.0, 200.0, 305.0]"
693,261,3,0.25,0.7,High,RD,203259.6142,83.50312762,"[962.3193827787644, 919.796585496836, 666.9139866220557]","[823.5514348438118, 819.4714502783279, 272.7245396668168]"
681,262,3,0.1,0.9,High,RD,88072.92409,94.83418593,"[927.8938042816001, 649.6774975756426, 339.07125138397066]","[724.3221845663536, 363.98669032521866, 204.89122543293033]"
440,263,5,0.1,0.7,Medium,ACO,174145.4223,89.22715153,"[880.0, 845.0, 835.0, 650.0, 425.0]","[880.0, 840.0, 610.0, 510.0, 400.0]"
294,264,10,0.5,0.7,Medium,NM,111832.1384,99.9306644,"[1169.67614665175, 623.2550515706212, 488.7481428838592, 682.8057680833552, 844.5438495909485, 477.1814763635053, 513.5186287197931, 423.11049532371896, 696.3268712417068, 696.8468337403234]","[495.1654862768236, 585.5038008922036, 377.1716195939874, 438.700308952171, 545.3293612658583, 462.6637377869196, 285.15291084344057, 250.12476263085645, 477.94155924643405, 213.40198757550513]"
499,265,5,0.25,0.9,Medium,GA,128828.4499,92.44669207,"[375.63, 933.69, 815.27, 972.51, 48.88]","[112.25993324609202, 866.6673254597049, 641.7889132398526, 775.2810884111389, 8.288760791013773]"
921,266,10,0.25,0.8,High,RD,127411.4266,99.61692893,"[891.1175720256423, 143.32699463286147, 898.720778778526, 585.547765440629, 825.8905317660467, 243.99049602482427, 534.4640838112476, 842.1548361795833, 112.09587837442025, 500.01266243531217]","[781.9639064852679, 119.33996089452708, 724.4453797255836, 544.3550848928713, 689.6143764811244, 44.75096608981319, 159.10344593413444, 407.4048467224586, 7.658457814654763, 423.56785925059813]"
910,267,10,0.25,0.7,High,NM,175489.9019,89.21424521,"[564.7712887016812, 503.41384579313495, 579.1296160109426, 1017.9663115944301, 204.1068275055047, 344.09045424909567, 118.24347186561508, 87.06832480607669, 270.4302026304934, 829.8702429965557]","[322.3187676440719, 339.19812160329167, 443.87947790025044, 208.0456746118947, 116.81393834232698, 73.72754592051963, 55.473352762023495, 48.04763524432822, 124.05176722122722, 279.64294123857695]"
101,268,3,0.5,0.9,Medium,RD,71404.75928,97.1577994,"[949.9813244053744, 671.4689113773255, 746.8508218004649]","[509.42772954039225, 269.9758147029026, 548.7130376314831]"
543,269,10,0.1,0.7,Low,GA,137859.7959,96.00526415,"[509.64, 602.06, 677.55, 189.92, 918.27, 791.28, 546.35, 15.31, 519.34, 230.23]","[327.78598603338844, 192.59507990701744, 189.50681624107622, 142.86449191055948, 645.5220632080343, 595.9153649245684, 422.7359356745842, 8.828711652608348, 310.7836361992125, 33.21071559774238]"
18,270,3,0.1,0.8,Medium,NM,201407.8532,82.962549,"[556.4217875968673, 153.9375354137695, 270.6233008977463]","[291.2795309452514, 55.88291188601098, 80.33018080897587]"
308,271,10,0.5,0.8,Medium,ACO,118486.0151,98.099481,"[405.0, 655.0, 640.0, 515.0, 985.0, 800.0, 240.0, 375.0, 765.0, 400.0]","[260.0, 410.0, 555.0, 245.0, 855.0, 210.0, 215.0, 160.0, 360.0, 380.0]"
791,272,5,0.1,0.9,High,GA,77385.7349,97.97735987,"[976.77, 415.19, 447.23, 218.54, 894.07]","[680.9878871646284, 223.84323463393886, 221.79480377289275, 22.078841152808803, 748.8631488053246]"
944,273,10,0.5,0.7,Medium,ACO,132208.9398,96.84506363,"[460.0, 290.0, 940.0, 315.0, 145.0, 575.0, 830.0, 140.0, 835.0, 860.0]","[390.0, 180.0, 275.0, 195.0, 120.0, 310.0, 695.0, 125.0, 810.0, 320.0]"
53,274,3,0.25,0.8,Medium,RD,133694.8705,90.69335918,"[851.4230003218286, 544.1214202296934, 782.5261959678971]","[775.3201282460265, 317.1772014040993, 712.745485592786]"
604,275,10,0.25,0.9,Low,ACO,101139.2338,98.47402353,"[905.0, 155.0, 390.0, 420.0, 340.0, 195.0, 490.0, 300.0, 705.0, 285.0]","[620.0, 70.0, 190.0, 205.0, 155.0, 40.0, 195.0, 135.0, 410.0, 165.0]"
340,276,3,0.1,0.8,Low,ACO,152852.9559,88.00472001,"[775.0, 870.0, 695.0]","[270.0, 550.0, 580.0]"
68,277,3,0.25,0.9,Medium,ACO,62882.56248,99.16241199,"[865.0, 720.0, 625.0]","[695.0, 560.0, 560.0]"
295,278,10,0.5,0.7,Medium,GA,147144.1581,94.51550019,"[842.32, 651.06, 366.95, 98.84, 8.46, 241.48, 938.55, 743.43, 525.75, 977.66]","[609.1311214053719, 355.71882115933875, 340.33647438685097, 28.4211555279113, 5.045282518217189, 171.042606483688, 15.975857999374057, 255.93710423284915, 504.2278439790634, 114.84708790230657]"
557,279,10,0.1,0.8,Medium,RD,108938.8484,98.13910832,"[837.0567896818645, 296.48813520842043, 881.0194301747326, 766.2942452345648, 417.4922871303974, 355.29638412732436, 327.2347962227089, 410.60939447984344, 809.6639885817677, 217.55759986900557]","[820.4950617034449, 234.97587021980507, 277.6245536825148, 391.66101120039156, 240.3571374888442, 34.66413049996484, 236.57130018821996, 111.13600152322836, 609.3923675286836, 162.08647757554485]"
69,280,3,0.25,0.9,High,RD,69573.01119,99.8712405,"[975.4725815260196, 618.5738457288369, 719.0880060124607]","[797.5131847398137, 614.9256448971397, 565.9710952663522]"
767,281,5,0.1,0.7,High,GA,248957.6005,79.18973501,"[943.51, 43.82, 428.26, 53.57, 322.14]","[787.3621548845297, 21.627493333319936, 9.852864530816394, 38.83556009364357, 274.90108652388545]"
706,282,3,0.25,0.8,High,NM,154402.6659,89.10852801,"[1052.4901196662659, 67.21576635390608, 357.6085645337742]","[899.6795030187681, 50.76161109643234, 51.462300630101915]"
298,283,10,0.5,0.7,High,NM,138543.0088,95.23776678,"[712.4538911886694, 755.7809772165668, 636.8337174536616, 323.19405489691945, 659.0453261084773, 286.50635853987245, 432.694399484131, 753.5329161377091, 353.2555995216408, 544.2305220556416]","[426.35924946083014, 323.96659480522317, 178.62760836977358, 267.919864220387, 561.0981058510647, 144.483988483544, 208.66739777248688, 222.46990837971038, 93.31693474173377, 215.080715965522]"
561,284,10,0.1,0.8,High,RD,125015.3516,97.70443931,"[717.5496846065898, 159.4983393725069, 623.3452827557136, 193.94464802240563, 763.0576291190969, 371.51694943381864, 726.8795986172812, 539.6824969452783, 274.72548185093484, 139.6335783336352]","[622.3237216497823, 133.55668218222868, 420.1547520840229, 123.65275931903622, 567.1601834555903, 158.66982077555852, 564.766255602928, 282.3429978624338, 118.67491211251897, 94.39111322994873]"
514,285,5,0.5,0.7,High,NM,213715.0374,84.1599127,"[341.52510629114795, 242.67494476509717, 188.19247296683744, 774.9983591489549, 415.6441264909602]","[263.2780405280595, 242.67494307025575, 9.622077758703885, 460.3786073225227, 124.35616514316526]"
794,286,5,0.25,0.7,Low,NM,194882.7408,85.22380371,"[835.5946100550523, 591.0706937738735, 658.8629444559577, 804.291514958203, 408.0451576188164]","[549.7183903733169, 230.36947220133203, 524.7766008223648, 210.00921434764706, 80.64546281202692]"
835,287,5,0.5,0.7,Medium,GA,180254.2798,87.75164566,"[322.17, 724.48, 852.93, 666.84, 679.26]","[244.48796848182747, 95.04711229349628, 228.02907965516133, 432.04030143470084, 53.272884803435616]"
526,288,5,0.5,0.8,High,NM,126420.1397,93.64040873,"[810.5710197157072, 655.9783668773819, 748.3980933602807, 994.5360258293589, 126.41851273596691]","[429.9422649834018, 383.934613314742, 485.33417316639583, 283.4958776915836, 126.29203447499256]"
696,289,3,0.25,0.7,High,ACO,213088.4948,82.76302959,"[940.0, 960.0, 500.0]","[750.0, 845.0, 465.0]"
222,290,10,0.1,0.7,Medium,NM,108371.2406,99.27792687,"[1005.0188951259992, 525.6734435894501, 442.55018428518906, 638.2056556787929, 781.4973014022795, 661.7206739783487, 484.03509944965816, 796.2047656280248, 673.8272919107134, 891.6551117139819]","[810.2859641267119, 294.5183944122279, 287.34178421556646, 234.49937672614095, 544.8744759508421, 503.66912846076957, 369.7567783315036, 90.58781495838225, 563.0497213398479, 389.8049634308455]"
904,291,10,0.25,0.7,Low,ACO,136862.0448,96.39300117,"[510.0, 725.0, 330.0, 375.0, 755.0, 545.0, 980.0, 885.0, 860.0, 915.0]","[20.0, 300.0, 210.0, 250.0, 340.0, 65.0, 790.0, 510.0, 750.0, 410.0]"
26,292,3,0.1,0.9,Low,NM,85894.75469,96.06863732,"[641.9647035620792, 221.87731481140682, 831.0172970409689]","[253.10283862241238, 212.11567547890408, 727.3155572949207]"
269,293,10,0.25,0.8,Medium,RD,106021.4159,99.97965449,"[425.4119594091454, 334.7609961027638, 389.33294266386866, 499.5197782171228, 631.5397868276527, 306.46635780835675, 401.5466453590011, 721.8773568382337, 450.29418979273083, 973.5638140027596]","[408.85781200799397, 193.67233691812777, 295.54831079433444, 397.5758432310244, 392.2564723572717, 239.33498451939374, 306.69372451673985, 534.0152609889429, 164.13002882365882, 351.3076217338351]"
40,294,3,0.25,0.7,Low,ACO,191602.2498,84.18017073,"[665.0, 955.0, 515.0]","[660.0, 535.0, 350.0]"
614,295,10,0.5,0.7,Low,NM,108208.6611,99.44517003,"[713.8854285514014, 515.8066813044974, 778.9367761419124, 460.32981446858116, 561.6853457450682, 632.7455945338241, 508.90749344696303, 726.5541367657268, 665.4902424541086, 816.4775936036027]","[399.28221238928785, 339.5001523968527, 604.853674477737, 327.97809254621546, 393.0797607746704, 487.4098205284564, 169.09608194148112, 473.7021884325318, 354.0745208553362, 539.1739345985667]"
373,296,3,0.25,0.8,Low,RD,139306.1494,90.27117301,"[880.3082931668893, 784.2485929941203, 862.7097568957596]","[863.34293281469, 496.08371258509703, 629.4316116770125]"
20,297,3,0.1,0.8,Medium,ACO,150284.9806,89.53946805,"[915.0, 990.0, 875.0]","[895.0, 890.0, 245.0]"
58,298,3,0.25,0.8,High,NM,109395.8677,93.2213162,"[795.5389048597921, 791.0478368120974, 603.4802012996938]","[786.7851814431012, 434.57596995953145, 357.19909070768756]"
296,299,10,0.5,0.7,Medium,ACO,135693.9561,97.45176411,"[870.0, 900.0, 775.0, 890.0, 345.0, 990.0, 945.0, 640.0, 845.0, 385.0]","[735.0, 365.0, 295.0, 680.0, 50.0, 160.0, 895.0, 175.0, 200.0, 135.0]"
65,300,3,0.25,0.9,Medium,RD,65485.31408,99.28927467,"[444.20974630953924, 688.4750334305404, 774.4531650542929]","[386.58017196828155, 464.42775528361597, 770.6804903533312]"
337,301,3,0.1,0.8,Low,RD,155179.3351,88.43510931,"[993.1828751787513, 602.0248933488853, 788.5074644292664]","[863.680549835848, 221.6187593139637, 671.3104914149728]"
431,302,3,0.5,0.9,High,GA,87807.7897,95.55548169,"[856.27, 271.4, 288.16]","[567.9805259734316, 118.42915839565437, 215.98252206518316]"
144,303,5,0.1,0.9,High,ACO,73834.01629,99.97646901,"[515.0, 370.0, 230.0, 540.0, 545.0]","[405.0, 270.0, 170.0, 495.0, 545.0]"
163,304,5,0.25,0.8,Medium,GA,114877.2722,94.09262069,"[787.86, 543.95, 480.02, 766.65, 376.36]","[444.41428102448816, 528.0565975940349, 152.07788725812125, 183.90486134663433, 42.89555842438072]"
184,305,5,0.5,0.7,Low,ACO,151213.0249,90.78287373,"[845.0, 850.0, 905.0, 825.0, 505.0]","[90.0, 600.0, 330.0, 655.0, 130.0]"
772,306,5,0.1,0.8,Low,ACO,112765.7484,95.59183748,"[985.0, 860.0, 845.0, 270.0, 565.0]","[750.0, 860.0, 695.0, 105.0, 525.0]"
679,307,3,0.1,0.9,Medium,GA,65633.01346,98.10918994,"[358.48, 840.84, 202.74]","[140.55508852874712, 439.72515638156074, 134.98265325550577]"
122,308,5,0.1,0.8,Low,NM,97732.11921,97.78267962,"[840.2495853563206, 1391.3049224379502, 243.5921832066103, 735.421767263878, 269.67293652000933]","[430.8272799969967, 1266.686424989987, 230.66540853328968, 649.1029054379328, 165.15615646099388]"
205,309,5,0.5,0.9,Low,RD,78915.72337,99.54636015,"[883.9481933303377, 715.1515201551375, 984.2744287050067, 458.0493837967603, 370.6397582471779]","[484.55108762610223, 535.1057224719057, 756.8701501596875, 311.6352603316406, 276.1296963844308]"
640,310,10,0.5,0.9,Low,ACO,110007.9713,98.71578003,"[305.0, 790.0, 790.0, 775.0, 630.0, 345.0, 715.0, 290.0, 190.0, 635.0]","[30.0, 465.0, 395.0, 335.0, 360.0, 200.0, 405.0, 165.0, 160.0, 225.0]"
127,311,5,0.1,0.8,Medium,GA,113735.1331,94.25214479,"[698.58, 549.7, 951.78, 435.29, 54.37]","[618.6073768415233, 494.92050657478654, 197.16381354713454, 402.30365547738694, 36.505245676656834]"
117,312,5,0.1,0.7,High,RD,202677.7603,85.65375245,"[988.5166299018659, 801.0497475999023, 972.5786761858219, 463.6017324721055, 948.664515690393]","[780.651399870968, 616.2435168965937, 821.1998610298368, 373.2996648433678, 372.3411796500679]"
556,313,10,0.1,0.8,Low,ACO,113015.5194,98.22347025,"[420.0, 585.0, 730.0, 955.0, 515.0, 750.0, 885.0, 245.0, 645.0, 595.0]","[75.0, 130.0, 630.0, 875.0, 335.0, 285.0, 475.0, 165.0, 520.0, 75.0]"
962,314,10,0.5,0.9,Low,NM,92532.81026,99.80110316,"[579.4443357230097, 528.8851933134671, 600.7729216748893, 466.52917881563457, 644.8747534127754, 521.9557563215157, 328.6624385743819, 347.196183532897, 494.9018856792568, 602.9101838339833]","[300.3680230618627, 218.00062885208473, 371.209762950265, 207.74775031296687, 391.6525437840917, 258.0846373930214, 233.2021707057512, 169.5884936578334, 262.1429508843002, 420.8349800179757]"
700,315,3,0.25,0.8,Low,ACO,84680.13221,96.90437111,"[925.0, 745.0, 960.0]","[870.0, 695.0, 570.0]"
91,316,3,0.5,0.8,Medium,GA,107707.8425,93.87795822,"[104.99, 641.7, 998.4]","[63.98433778907836, 222.35772992171877, 250.31412810354075]"
938,317,10,0.5,0.7,Low,NM,120831.0312,95.63119525,"[540.5770779836447, 421.2510575580776, 417.0123307511112, 502.2591538683972, 395.2105679731135, 534.6001294647712, 396.02509483255045, 502.25312779684555, 730.3591447295573, 293.55653200124544]","[307.45496036395326, 320.64388933778577, 197.12340269798784, 220.27041244635146, 293.02149956949495, 340.5041885041931, 203.17837717882952, 358.97212076940355, 460.86509969199216, 105.52334810019435]"
128,318,5,0.1,0.8,Medium,ACO,122319.587,93.70402861,"[910.0, 995.0, 890.0, 330.0, 270.0]","[635.0, 735.0, 685.0, 85.0, 265.0]"
594,319,10,0.25,0.8,Medium,NM,97022.10879,99.48075687,"[552.62890137816, 635.4565105180155, 368.87847475218933, 693.5388511870192, 608.2455868119293, 473.67218752510115, 636.5798169904573, 569.0639861542235, 676.4036483025591, 382.5520246262116]","[290.76429197336637, 483.12738655064, 213.41564666934917, 546.0126446246675, 360.8588846865746, 333.97828716933117, 245.91542153995218, 276.06832263881984, 315.79780700486555, 258.48651126455616]"
194,320,5,0.5,0.8,Low,NM,82378.97352,99.70431341,"[968.9374621161651, 745.6835102901298, 946.6510405779635, 996.7930974841504, 1339.1487426353854]","[250.3546672061529, 260.5245347629867, 488.39807205144496, 611.0486974676057, 980.3523957854346]"
46,321,3,0.25,0.7,High,NM,258321.7607,76.68117249,"[579.0019313959602, 134.54607292670852, 554.2860123782721]","[312.8945567430566, 80.97812602839407, 218.7258124819316]"
232,322,10,0.1,0.8,Low,ACO,109647.3736,99.16518807,"[385.0, 335.0, 945.0, 145.0, 300.0, 635.0, 605.0, 910.0, 920.0, 385.0]","[160.0, 300.0, 75.0, 60.0, 235.0, 210.0, 300.0, 875.0, 780.0, 210.0]"
284,323,10,0.25,0.9,Medium,ACO,105210.2894,98.36150645,"[670.0, 140.0, 470.0, 240.0, 390.0, 185.0, 595.0, 145.0, 430.0, 240.0]","[615.0, 30.0, 245.0, 160.0, 90.0, 65.0, 500.0, 120.0, 150.0, 215.0]"
848,324,5,0.5,0.8,Medium,ACO,114965.7758,94.7418165,"[445.0, 560.0, 840.0, 225.0, 705.0]","[345.0, 380.0, 840.0, 150.0, 40.0]"
119,325,5,0.1,0.7,High,GA,220154.6288,84.12632902,"[940.36, 867.84, 457.11, 242.06, 900.23]","[448.2865423936555, 480.396400479655, 199.0222263735632, 29.84155821300739, 60.61484314005719]"
173,326,5,0.25,0.9,Medium,RD,80887.41851,98.20845738,"[544.9665128401892, 663.6926912263962, 836.5874531213778, 711.3520718563482, 745.9978306556386]","[296.1536042573168, 191.82642454325568, 568.1224057361337, 433.13051739534427, 658.3138552840502]"
741,327,3,0.5,0.8,High,RD,130544.5917,92.02398023,"[733.5325788473004, 803.7736132252503, 741.9343837524858]","[561.9695355412438, 554.594047259913, 546.1130911597044]"
662,328,3,0.1,0.8,Low,NM,179726.4094,84.84019515,"[231.64933671302202, 579.0516929823592, 586.1961738377612]","[106.04708526261088, 353.94030908744514, 262.8015409161503]"
273,329,10,0.25,0.8,High,RD,119123.2476,98.13451268,"[991.3319532759557, 217.15949643947408, 639.5746419348367, 484.5596506258129, 324.63668949144886, 504.0792230111899, 551.5895507172183, 596.5461677102613, 610.600738356112, 69.13113064099285]","[858.3669278911641, 111.77414149337893, 569.7531556173659, 323.0918225683833, 299.6604712715764, 129.03345758891663, 407.55640697005595, 132.8921099920474, 514.876993128732, 18.273995093454356]"
748,330,3,0.5,0.9,Low,ACO,67564.32846,99.28517229,"[900.0, 785.0, 485.0]","[765.0, 655.0, 290.0]"
609,331,10,0.25,0.9,High,RD,103525.437,99.35812729,"[712.412099781506, 473.96178426253164, 848.3195549654907, 327.2418650273681, 179.60613350115128, 365.54316511095664, 607.4270075734562, 363.5429159664344, 134.052643630866, 918.6425790124338]","[485.03385118289367, 359.7439672093747, 727.9676668806358, 84.0622404161308, 97.26646328901523, 58.35328141096897, 254.58503241203434, 350.725616202166, 53.94008922458089, 494.58131696226974]"
249,332,10,0.1,0.9,High,RD,94537.69311,99.28618947,"[835.4239745107604, 363.37448494336013, 648.742709458319, 201.42405726767166, 397.8899846335251, 558.9540507597839, 189.50840944398172, 52.2997447954654, 108.9404542951119, 307.00838243785057]","[817.4412359379261, 229.72031144757224, 541.3098536947145, 82.91531348306762, 105.77669763019527, 245.00517169205054, 171.27431462590724, 33.31937160579754, 19.839188607704244, 218.9635177028632]"
566,333,10,0.1,0.9,Low,NM,90253.8078,99.90191587,"[575.8447737711967, 549.7501465949007, 446.75270968703694, 660.6215015738173, 466.96252489052665, 739.7384644313801, 559.3209038403505, 537.8933565590993, 343.0746097324749, 569.5363869203851]","[203.64102311420362, 156.15592000419556, 222.58610399000386, 297.08647744043407, 232.65384187769806, 433.8941179468697, 218.85158242857943, 293.14891807408077, 193.49643833387762, 376.4335494789327]"
445,334,5,0.1,0.8,Low,RD,128524.4456,93.17767823,"[875.875494330122, 978.6023489598257, 432.13855690563344, 364.51065799164076, 982.0744354069989]","[726.5542962338023, 738.2615143940551, 139.6540658559277, 357.7405510074925, 605.8191507695841]"
138,335,5,0.1,0.9,Medium,NM,74633.89328,97.51395841,"[426.03998153321646, 391.3942937055147, 382.7106927419142, 621.2275187061438, 423.0936546442867]","[242.799643668827, 139.968529055142, 142.0315107633654, 396.2257809761032, 229.41198060670678]"
