OrdemPad;OrdemEns;N;cv;rho;p;algorithm;Cost;SL;Smax;Smin
470;1;5;0,25;0,7;0;NM;152993,61;89,88;[397.2654856684437, 575.7171241719723, 535.8452989787397, 1038.5008081180397, 660.4119425659904];[221.6896732987889, 463.7362156871882, 441.47401004335796, 47.83355313504789, 646.3943394281191]
395;2;20;0,25;0,9;0,15;GA;185110,00;98,29;[16.21, 145.28, 369.86, 666.66, 717.44, 478.14, 437.37, 544.38, 130.51, 168.8, 888.57, 69.21, 813.2, 190.98, 230.71, 247.69, 122.64, 633.93, 404.05, 709.47];[14.685170030467107, 86.30906598073835, 314.33274379780886, 478.26379994726136, 480.3149864483198, 293.67961213912116, 228.7044330140769, 228.78750684904523, 56.67389116678034, 48.08328804889847, 143.61124663540184, 35.05858675594362, 584.4070500081546, 167.0230084753182, 226.2375917425487, 237.48690484029038, 58.80863930379241, 113.50096176088212, 286.03218661023595, 592.5219584148821]
376;3;20;0,25;0,8;0;ACO;174332,05;98,12;[790.0, 670.0, 90.0, 570.0, 160.0, 345.0, 190.0, 460.0, 950.0, 860.0, 280.0, 70.0, 405.0, 775.0, 85.0, 295.0, 40.0, 455.0, 735.0, 445.0];[255.0, 285.0, 5.0, 470.0, 135.0, 190.0, 75.0, 355.0, 290.0, 515.0, 60.0, 35.0, 20.0, 115.0, 50.0, 35.0, 20.0, 110.0, 390.0, 15.0]
312;4;10;0,5;0,8;0,15;ACO;124730,28;98,07;[455.0, 230.0, 855.0, 465.0, 330.0, 115.0, 285.0, 930.0, 895.0, 175.0];[240.0, 65.0, 735.0, 330.0, 285.0, 30.0, 240.0, 855.0, 575.0, 15.0]
968;5;10;0,5;0,9;0,05;ACO;108410,72;98,8;[425.0, 850.0, 480.0, 630.0, 310.0, 175.0, 410.0, 285.0, 885.0, 170.0];[240.0, 330.0, 375.0, 395.0, 130.0, 170.0, 90.0, 30.0, 685.0, 105.0]
64;6;20;0,25;0,9;0;ACO;170090,48;99,99;[225.0, 445.0, 485.0, 350.0, 340.0, 380.0, 245.0, 580.0, 715.0, 715.0, 770.0, 120.0, 335.0, 115.0, 295.0, 625.0, 735.0, 335.0, 350.0, 575.0];[225.0, 120.0, 355.0, 55.0, 205.0, 40.0, 90.0, 395.0, 535.0, 340.0, 180.0, 110.0, 235.0, 40.0, 120.0, 295.0, 480.0, 110.0, 125.0, 330.0]
465;7;5;0,1;0,9;0,15;RD;69559,86;99,35;[580.8111166873379, 893.6899466541346, 365.2909660399011, 610.2987303625692, 376.2830265383861];[509.30894571654954, 626.5782904729883, 129.76349794109484, 521.0509227984679, 332.9167157152452]
292;8;10;0,5;0,7;0;ACO;132535,78;96,25;[520.0, 530.0, 830.0, 805.0, 920.0, 675.0, 280.0, 860.0, 355.0, 475.0];[375.0, 220.0, 745.0, 205.0, 450.0, 290.0, 250.0, 140.0, 210.0, 95.0]
708;9;20;0,25;0,8;0,15;ACO;174413,73;95,48;[925.0, 155.0, 575.0, 280.0, 340.0, 345.0, 515.0, 965.0, 355.0, 905.0, 150.0, 340.0, 265.0, 220.0, 360.0, 105.0, 305.0, 55.0, 35.0, 195.0];[180.0, 25.0, 130.0, 20.0, 300.0, 110.0, 410.0, 190.0, 330.0, 210.0, 135.0, 5.0, 195.0, 115.0, 245.0, 60.0, 155.0, 5.0, 20.0, 105.0]
231;10;10;0,1;0,8;0;GA;110231,09;99,31;[891.6, 521.87, 760.5, 902.12, 793.52, 984.73, 775.94, 517.13, 278.33, 697.99];[410.68091149881985, 242.2262951688974, 627.5052323829891, 122.26174266697313, 280.79325749041783, 528.7948610127852, 612.4728200592178, 201.7418245998103, 225.93508694503558, 687.4338837296528]
417;11;20;0,5;0,8;0,15;RD;165933,87;98,68;[691.9173666086742, 610.8827716238839, 686.4214925994058, 261.98242574288264, 574.1182972972073, 928.4622168305494, 267.8467370700569, 272.67755745658917, 935.2124054729372, 415.94102799589297, 609.9119255805832, 16.211752210547935, 237.6839215885248, 363.15556118637306, 517.9816457481779, 112.34479715646029, 81.63805341835739, 198.0067848580499, 129.1372290151096, 147.63527356396878];[460.1263422175732, 439.27987297581495, 518.3557555556738, 85.72684881655468, 387.6368820710813, 60.470608494801255, 76.65204905728723, 112.04988990699175, 182.59500165846012, 201.05185079753534, 346.3242806203849, 10.300997225910418, 202.0743809744733, 98.25782078605837, 38.27924391555979, 34.77759125906411, 21.549990631025658, 62.9022444622823, 49.17259305887052, 9.384062665496945]
624;12;10;0,5;0,7;0,15;ACO;118969,45;96,47;[655.0, 705.0, 775.0, 655.0, 320.0, 735.0, 450.0, 395.0, 320.0, 575.0];[535.0, 155.0, 355.0, 495.0, 170.0, 730.0, 320.0, 295.0, 5.0, 375.0]
414;13;20;0,5;0,8;0,05;NM;146755,04;99,35;[409.38766166725316, 502.11317800457783, 430.0666799895258, 547.7695630066339, 507.40289164302243, 580.7473984780191, 500.76832141415775, 600.0836633889633, 461.729785259845, 459.8338664367154, 491.15336820394646, 526.6436574276466, 317.9025729068376, 478.278579299399, 484.95776163723224, 471.4268053505916, 532.7260552034445, 471.30727593019424, 444.5850459467278, 467.94420989568454];[236.6727764238982, 268.52767219574224, 255.4042444293178, 264.91477368836854, 203.28357568678052, 270.3686757558019, 225.67955632409817, 328.4753162218625, 269.2520672457713, 223.54242751851768, 262.2729286574426, 375.6880753148631, 164.88284377480707, 231.57134830431053, 206.5300613623325, 229.13373868424517, 204.6496829001137, 277.30656634899356, 279.35102379211656, 274.7596667984403]
861;14;5;0,5;0,9;0,15;RD;74637,79;99,27;[882.2976514491081, 799.3376973098019, 479.1737272290495, 362.67567772722055, 363.16012352361935];[623.2651786458105, 313.3929404417238, 424.38304517888116, 213.5424710201232, 273.79260189311424]
5;15;20;0,1;0,7;0,05;RD;164919,94;99,09;[672.1612695429217, 209.13372872937873, 406.64397792925735, 900.5946844064752, 88.39235358069108, 872.4743924994578, 349.83070436691565, 693.1998409409614, 297.3710019607371, 445.9406377208963, 187.3768644934316, 106.61814251974522, 458.96149315506995, 161.38096660672863, 984.702828784205, 383.88776514594525, 186.0431029441938, 262.82774327347335, 124.47203511866756, 851.3923862486649];[425.8821409763252, 116.5626188266613, 172.730189473609, 751.9671086689078, 24.691304093463994, 447.2756374721653, 61.74379944420762, 341.41034549456305, 92.91699763676, 95.85253763698493, 63.98436011369619, 93.58637196546543, 446.5856449627505, 100.85407889149175, 341.69056355961806, 74.97064714645899, 11.341585983857495, 225.74370786857014, 53.65700804587806, 843.1538437752301]
287;16;10;0,25;0,9;0,15;GA;105815,59;99,07;[585.45, 859.08, 234.29, 949.58, 843.26, 644.92, 152.62, 293.8, 62.99, 916.53];[203.12675544013052, 662.1167258096939, 93.35464425575671, 667.7056233775597, 712.6088697186918, 98.57081916846349, 9.379739198876623, 205.80724596766095, 7.3281712179385385, 550.8878112458]
87;17;20;0,5;0,8;0;GA;176226,10;98,06;[908.14, 136.76, 530.82, 344.36, 907.52, 369.62, 596.46, 654.55, 205.92, 223.19, 334.71, 146.03, 925.75, 546.74, 65.01, 767.0, 813.75, 646.76, 317.23, 653.73];[429.091168542311, 100.51251100255587, 144.6233389480817, 214.96372606672645, 567.2105214564659, 165.1207621843026, 424.6412768246184, 91.24977708164761, 32.07147227124393, 87.08558217447735, 217.1586556094086, 128.38554470782572, 108.03941502466574, 47.10417109840618, 7.949394987531577, 394.92618450283095, 490.22788571232235, 532.8946958742799, 245.37908509717985, 161.42081171951858]
707;18;20;0,25;0,8;0,15;GA;180723,14;97,11;[503.59, 637.35, 836.18, 660.85, 311.91, 124.29, 338.82, 405.57, 282.66, 813.36, 723.43, 528.96, 699.49, 613.43, 609.82, 133.53, 800.31, 587.32, 761.1, 237.77];[235.84005590162982, 118.27917212816878, 336.2342086183225, 466.4604197003825, 283.51015841779144, 101.30749616171406, 249.51857019373773, 237.3222183652586, 23.109237862580304, 162.59002167031807, 678.0603767117092, 129.58460562713515, 26.700501401677528, 13.395795849736812, 244.30817006924613, 5.642215847177718, 752.9345448927413, 191.52492951794093, 355.50359709403585, 76.14864155534515]
139;19;5;0,1;0,9;0,05;GA;75214,50;99,73;[871.29, 719.21, 434.5, 69.51, 87.87];[680.185542465244, 708.226029428286, 130.73607084022254, 61.62233405837572, 65.7388655395834]
903;20;10;0,25;0,7;0;GA;119994,04;97,71;[213.47, 766.23, 832.29, 642.07, 554.08, 616.34, 410.96, 894.95, 295.83, 395.6];[42.6522244800997, 367.07978895530044, 323.89580998013497, 411.045080057945, 162.55183329725415, 432.5081394819974, 103.91767247203977, 783.7951561029641, 278.49365201660885, 350.2260198803433]
699;21;20;0,25;0,8;0;GA;159456,51;99,25;[405.26, 82.56, 5.43, 282.17, 528.84, 544.93, 668.83, 645.45, 122.23, 16.03, 463.82, 71.63, 276.48, 818.16, 485.94, 992.48, 938.19, 344.29, 618.96, 973.05];[271.60610703748904, 36.916530830224985, 3.5139932911369325, 65.49752607594793, 111.33221624180395, 329.5824727925322, 294.88648221720496, 518.5196467225436, 49.0689737584702, 1.698150042594391, 146.15030382086542, 5.168336469878484, 129.0239294351626, 339.42015027418125, 143.98276583312634, 321.12857828700567, 275.5835523161494, 300.7590279525634, 105.59797793514922, 895.7604347703406]
503;22;5;0,25;0,9;0,15;GA;75987,55;99,31;[8.63, 429.97, 893.82, 897.88, 819.14];[3.02822497324049, 269.56136278167264, 241.86013529645442, 282.36342746327585, 689.9612958998841]
280;23;10;0,25;0,9;0;ACO;101723,37;98,26;[335.0, 335.0, 520.0, 490.0, 655.0, 465.0, 240.0, 345.0, 955.0, 425.0];[125.0, 205.0, 75.0, 270.0, 525.0, 80.0, 115.0, 165.0, 650.0, 30.0]
458;24;5;0,1;0,9;0;NM;61480,54;99,04;[515.0071413878777, 513.4793190766003, 417.31682936938597, 539.1285750918469, 465.5988205213163];[186.5205170433235, 241.1438696867731, 319.7322107828665, 273.5499686104499, 302.8065976188563]
334;25;20;0,1;0,7;0,15;NM;167846,23;99,45;[549.6951306397532, 657.7775865123544, 595.3591911906092, 495.57892537249165, 495.3002707452026, 596.6211924020004, 511.0130481786649, 418.5609617049719, 469.34536599934864, 532.9488217507933, 548.1615331762113, 431.72720219698795, 502.11417615743915, 593.324411567273, 607.9180321588285, 526.6325782403457, 620.8817506016892, 590.538640369109, 490.826171090312, 481.96192285491406];[261.2164864158318, 321.50553100860935, 291.96718824059496, 314.94906524516, 301.2040181154839, 272.07793126643463, 239.47521327041096, 231.33380367906054, 283.5753276955847, 214.6668836848716, 296.7255252950496, 158.4609710342527, 195.7385649139445, 271.98182588604016, 328.01394016266585, 276.73940360152756, 348.772765294672, 296.1787115287768, 225.6759293494914, 277.8940583632202]
300;26;10;0,5;0,7;0,15;ACO;121165,79;99,77;[715.0, 300.0, 550.0, 820.0, 515.0, 685.0, 815.0, 960.0, 525.0, 365.0];[205.0, 275.0, 485.0, 585.0, 200.0, 265.0, 805.0, 770.0, 355.0, 90.0]
899;27;10;0,1;0,9;0,15;GA;96705,45;98,68;[726.85, 578.99, 355.5, 914.23, 841.55, 912.26, 890.17, 527.36, 652.04, 253.74];[189.2630226088653, 16.0042287263311, 186.62402346995216, 482.1622088055347, 840.9295014759368, 99.591414638091, 400.2338390396197, 468.79504890850615, 534.9489820138774, 151.44391230595355]
331;28;20;0,1;0,7;0,05;GA;158738,36;98,56;[665.8, 474.33, 24.34, 594.27, 963.32, 348.73, 112.12, 988.99, 541.46, 64.99, 624.75, 300.83, 383.53, 227.78, 620.37, 580.51, 878.46, 699.85, 658.66, 693.99];[55.30374108830868, 234.87023603983468, 22.232721145388943, 161.62135818187443, 682.3566508663453, 143.13648692893764, 23.843266098633574, 3.726731756674227, 480.0088613149083, 10.2730836168723, 324.0046175009761, 146.32154801611074, 131.01323390679843, 209.68505484621548, 230.7224592772092, 172.31979628962858, 63.55986071149829, 132.4640942531723, 480.24456084573717, 182.65496787475863]
251;29;10;0,1;0,9;0,15;GA;117780,73;99,24;[734.59, 159.0, 278.61, 248.08, 138.12, 683.53, 806.55, 235.09, 618.53, 737.73];[66.58105361292087, 68.10396433051984, 142.1750388384428, 57.241958820466856, 44.92974734561963, 606.6357460792791, 801.2356388531707, 18.154498743476985, 433.5825364909604, 179.7401965498573]
964;30;10;0,5;0,9;0;ACO;119039,40;99,23;[890.0, 305.0, 660.0, 605.0, 455.0, 485.0, 495.0, 435.0, 895.0, 250.0];[550.0, 40.0, 535.0, 115.0, 320.0, 150.0, 275.0, 160.0, 865.0, 150.0]
799;31;5;0,25;0,7;0,05;GA;162914,09;89,03;[441.55, 316.86, 685.81, 533.18, 513.27];[74.4316969791177, 229.35248224241707, 465.1783809106619, 494.7755960011666, 245.94649850576343]
511;32;5;0,5;0,7;0,05;GA;163143,25;88,27;[343.98, 390.48, 625.67, 715.09, 184.56];[219.85771948197703, 127.54766325018085, 530.9093849568145, 680.5467230521596, 84.8001890060121]
754;33;20;0,5;0,9;0,15;NM;168778,87;99,88;[501.1008706206841, 579.2235970111218, 407.7014847379924, 519.7269177510639, 616.0547893301243, 616.8619444845257, 538.0884973843507, 552.9125869513491, 594.1025796385248, 595.0592004902708, 470.7052600337335, 382.3063280458982, 312.74418032896773, 439.9578520541562, 465.12620807605754, 448.1733929194929, 726.6518904365672, 530.8023965312028, 584.6332101446185, 611.2197224167415];[263.4463013718244, 363.7590487352867, 213.2465918644834, 222.80962165833628, 291.2827572541135, 270.2285602985443, 219.50960606322738, 284.1155075178692, 326.71029530101094, 297.7723231646634, 221.63175382662027, 133.19250353138756, 168.70306842956683, 157.74293267657995, 246.63865246480734, 287.0584417157589, 290.8129360427603, 281.14350585551057, 253.26474796289006, 239.2974148200324]
778;34;5;0,1;0,8;0,15;NM;87374,63;98,6;[782.5760687245952, 786.2773971441561, 1533.918482869156, 1000.5023419832278, 253.86920604619982];[441.5282739752677, 648.0300840079406, 1095.9219326907214, 425.61454658770947, 253.86920604605697]
822;35;5;0,25;0,9;0,05;NM;73287,22;99,74;[719.5370058350553, 579.1805500243837, 185.5437931850806, 702.7958868383677, 800.2571140119893];[456.8679577412578, 426.53553084411965, 157.36953586878334, 593.5175336841883, 676.7052190035743]
227;36;10;0,1;0,7;0,15;GA;150154,00;94,17;[67.91, 149.75, 659.94, 202.31, 974.5, 220.09, 937.71, 318.91, 904.57, 362.87];[3.066887793454592, 4.898655473987939, 404.41559632843706, 146.2477842957012, 703.6725949008847, 96.43499161126458, 146.43365196747106, 126.3636774027197, 542.879644762126, 87.35269121088271]
234;37;10;0,1;0,8;0,05;NM;95287,11;99,01;[377.25517933915035, 759.9946936829482, 778.405400491291, 430.21200077764206, 496.24842517624603, 326.6686409212445, 371.4826130633946, 275.3759620254806, 497.80424039280274, 654.8897710178488];[122.66043126477292, 556.1663758580314, 681.4052397242455, 260.0385685943296, 362.2534632172494, 249.5078230930696, 185.07302558320038, 113.33622737452009, 219.46911804748666, 254.57235482611]
697;38;20;0,25;0,8;0;RD;150851,18;97,44;[398.96908871402195, 76.18773412169388, 61.12631008266156, 408.80806820131346, 463.9333730804063, 414.4406539907668, 119.96414712102754, 223.570786664549, 904.6544329157465, 114.64047258620181, 331.31729028576353, 162.35693310106214, 620.6507723135693, 629.3828281711181, 418.69612984872794, 661.4421675271421, 332.0521370089426, 314.02734694807, 366.1054531340918, 592.1024492731044];[138.2033718999906, 9.672372157462398, 11.601025726846592, 177.1017618144693, 361.85326181549226, 160.91051648565085, 16.954963301914884, 26.722712287852268, 180.52812646554062, 50.39140467139161, 17.07419999925758, 53.58591307610086, 391.58912500846264, 294.29338891926216, 271.5217904321482, 521.1582383417308, 2.522309355089097, 88.29925107059977, 193.56220163730885, 276.8327791348619]
907;39;10;0,25;0,7;0,05;GA;138721,91;95,17;[440.64, 803.35, 319.15, 163.36, 742.47, 864.86, 254.36, 488.7, 605.4, 143.66];[176.4802398463621, 563.2148472547028, 255.45089771355194, 24.80057398853057, 444.17902616942996, 96.01377278411796, 43.14843208810628, 469.10027092173453, 328.5064173056002, 103.62142322841613]
785;40;5;0,1;0,9;0,05;RD;77946,73;99,77;[507.1830420166531, 292.7003022488984, 311.64575759251625, 649.526955607779, 888.7115810168353];[336.9074976545658, 137.99562724712837, 211.33775085074467, 648.8187714085826, 882.9147412879985]
272;41;10;0,25;0,8;0,05;ACO;111918,03;99,09;[920.0, 630.0, 525.0, 325.0, 690.0, 480.0, 595.0, 120.0, 275.0, 735.0];[580.0, 360.0, 450.0, 60.0, 485.0, 85.0, 195.0, 120.0, 105.0, 660.0]
800;42;5;0,25;0,7;0,05;ACO;161469,09;89,39;[390.0, 665.0, 890.0, 480.0, 810.0];[315.0, 585.0, 610.0, 250.0, 795.0]
493;43;5;0,25;0,9;0;RD;72268,76;99,57;[865.768046409158, 623.7354386297133, 848.3831405485348, 665.7631979409571, 761.9075166442076];[516.0240124336699, 234.55362966693778, 682.0951032443169, 663.0841851532011, 303.01906593551416]
88;44;20;0,5;0,8;0;ACO;169651,82;97,14;[330.0, 600.0, 535.0, 460.0, 550.0, 340.0, 320.0, 810.0, 260.0, 445.0, 300.0, 220.0, 845.0, 360.0, 320.0, 165.0, 815.0, 430.0, 360.0, 560.0];[145.0, 430.0, 150.0, 20.0, 270.0, 25.0, 150.0, 180.0, 15.0, 420.0, 130.0, 10.0, 605.0, 190.0, 185.0, 100.0, 495.0, 185.0, 280.0, 260.0]
56;45;20;0,25;0,8;0,05;ACO;173742,83;98,73;[745.0, 245.0, 395.0, 340.0, 875.0, 560.0, 400.0, 770.0, 375.0, 640.0, 285.0, 520.0, 445.0, 145.0, 75.0, 800.0, 120.0, 120.0, 705.0, 805.0];[410.0, 105.0, 275.0, 25.0, 320.0, 75.0, 220.0, 675.0, 305.0, 300.0, 90.0, 415.0, 30.0, 15.0, 75.0, 385.0, 35.0, 65.0, 260.0, 55.0]
656;46;20;0,1;0,7;0,05;ACO;176425,62;99,24;[550.0, 265.0, 105.0, 245.0, 745.0, 215.0, 365.0, 120.0, 950.0, 625.0, 800.0, 485.0, 495.0, 170.0, 695.0, 720.0, 505.0, 380.0, 595.0, 25.0];[515.0, 155.0, 45.0, 200.0, 665.0, 110.0, 55.0, 110.0, 170.0, 625.0, 580.0, 30.0, 380.0, 60.0, 60.0, 660.0, 185.0, 105.0, 60.0, 15.0]
80;47;20;0,5;0,7;0,05;ACO;173691,86;99,01;[720.0, 765.0, 640.0, 640.0, 540.0, 870.0, 150.0, 465.0, 130.0, 90.0, 285.0, 675.0, 755.0, 515.0, 490.0, 825.0, 230.0, 780.0, 160.0, 325.0];[275.0, 735.0, 115.0, 555.0, 500.0, 115.0, 15.0, 170.0, 55.0, 90.0, 95.0, 315.0, 360.0, 240.0, 105.0, 195.0, 20.0, 460.0, 145.0, 215.0]
19;48;20;0,1;0,8;0,05;GA;152954,70;99,3;[710.32, 31.31, 573.52, 708.57, 355.64, 528.7, 322.97, 267.26, 116.3, 66.31, 261.08, 731.84, 879.67, 813.42, 377.17, 151.42, 847.41, 369.19, 514.53, 173.24];[604.7932916748363, 14.668169783749539, 273.2233289958374, 475.38380721063265, 169.09511477267964, 165.56422546490205, 192.8724602345521, 186.10259128844777, 37.413033048886696, 12.239404589591778, 31.13124140064244, 207.1342337231922, 441.5416513945463, 26.92443220426138, 68.18042554076325, 15.64459515405225, 704.307667579214, 290.9593664238723, 222.82132464496522, 31.659331848157464]
453;49;5;0,1;0,8;0,15;RD;116282,18;95,05;[972.9501704293956, 945.1719671168919, 823.0297423101446, 196.1810736976468, 811.0138715426459];[795.1038353690452, 681.1362440923148, 645.7722424510316, 68.33824938350052, 653.3298977354524]
766;50;5;0,1;0,7;0,15;NM;226073,52;82,39;[533.4030979254364, 470.84560282348673, 1061.8904660828234, 872.3496479703329, 144.7516414380141];[15.52644563361604, 283.54546545065114, 879.8408711722102, 557.748587369211, 116.36260558313923]
79;51;20;0,5;0,7;0,05;GA;156082,85;99;[737.84, 787.62, 214.57, 309.6, 755.75, 817.68, 460.59, 939.22, 644.74, 253.1, 868.54, 671.61, 26.11, 545.55, 279.1, 196.1, 288.75, 991.49, 355.01, 930.31];[433.37020313401393, 743.224886424455, 24.208506433169585, 255.55323620009827, 214.98086913237614, 180.46080866675806, 395.20989069380664, 532.7017660959689, 193.37333485562246, 110.95361461153736, 199.6994283729021, 552.3945701283438, 15.474503774439846, 395.36391889539806, 140.5083286318594, 85.1141329169547, 93.34368004888303, 622.2063384968756, 25.908409128770487, 781.8751478627944]
933;52;10;0,25;0,9;0,15;RD;106517,34;100;[859.8018632835655, 544.9721286770159, 638.8826061911388, 997.971192590803, 245.13874328947338, 151.7984738728111, 328.1210689613889, 601.2675624487414, 250.56160419432248, 344.56092418987186];[346.57990684359754, 399.71923878179115, 358.84460349655296, 511.0675040935738, 182.11898266280136, 110.4550926296154, 221.10616749974668, 477.8825776574447, 93.95872788011361, 307.0634659980475]
432;53;20;0,5;0,9;0,15;ACO;195955,34;99,08;[795.0, 430.0, 485.0, 225.0, 290.0, 870.0, 350.0, 990.0, 705.0, 900.0, 60.0, 695.0, 380.0, 760.0, 45.0, 265.0, 185.0, 55.0, 705.0, 620.0];[300.0, 365.0, 260.0, 160.0, 50.0, 790.0, 95.0, 785.0, 435.0, 95.0, 10.0, 340.0, 110.0, 280.0, 5.0, 265.0, 115.0, 50.0, 395.0, 320.0]
12;54;20;0,1;0,7;0,15;ACO;175197,98;99,19;[860.0, 210.0, 745.0, 620.0, 635.0, 735.0, 985.0, 565.0, 440.0, 375.0, 450.0, 20.0, 175.0, 305.0, 55.0, 400.0, 275.0, 170.0, 750.0, 370.0];[530.0, 160.0, 675.0, 520.0, 535.0, 100.0, 315.0, 340.0, 100.0, 340.0, 290.0, 10.0, 5.0, 185.0, 10.0, 335.0, 50.0, 155.0, 185.0, 90.0]
155;55;5;0,25;0,7;0,15;GA;207241,33;83,65;[745.95, 604.68, 646.25, 246.26, 469.89];[401.9388818726672, 280.3381018602408, 242.26807133504974, 173.95178516503745, 69.1178638383389]
932;56;10;0,25;0,9;0,05;ACO;103620,74;99,95;[510.0, 760.0, 695.0, 510.0, 240.0, 845.0, 670.0, 745.0, 760.0, 265.0];[125.0, 530.0, 355.0, 195.0, 90.0, 330.0, 355.0, 185.0, 630.0, 205.0]
134;57;5;0,1;0,9;0;NM;67246,16;99,56;[744.1130779883265, 656.9626612560859, 690.7199946669061, 474.18601845803335, 983.9799689216072];[308.4716268944833, 443.9398124819526, 381.45384547898226, 317.7348307708168, 759.3006486432928]
404;58;20;0,5;0,7;0,05;ACO;162749,71;96,85;[565.0, 875.0, 305.0, 245.0, 645.0, 220.0, 425.0, 265.0, 280.0, 570.0, 390.0, 320.0, 390.0, 685.0, 320.0, 520.0, 235.0, 395.0, 165.0, 650.0];[565.0, 10.0, 105.0, 155.0, 400.0, 140.0, 415.0, 70.0, 160.0, 485.0, 360.0, 45.0, 90.0, 235.0, 150.0, 390.0, 35.0, 265.0, 75.0, 490.0]
193;59;5;0,5;0,8;0;RD;86769,65;98,47;[639.1150657584546, 573.7670514359853, 826.2265202767021, 819.2919163042361, 712.4466102384451];[639.0738084623574, 481.78149460715076, 623.8309769702611, 387.2973295816738, 592.79630619949]
960;60;10;0,5;0,8;0,15;ACO;116113,11;99,97;[755.0, 775.0, 910.0, 690.0, 585.0, 620.0, 250.0, 605.0, 145.0, 970.0];[695.0, 590.0, 745.0, 410.0, 280.0, 370.0, 95.0, 530.0, 130.0, 105.0]
647;61;10;0,5;0,9;0,15;GA;111926,27;98,7;[83.46, 981.81, 379.64, 968.04, 645.87, 291.37, 815.63, 626.95, 941.17, 92.49];[79.17386154101165, 224.5286806764797, 139.35178450806177, 770.7758133277115, 141.20000411644193, 178.21962995337412, 765.9095193942146, 333.59768317344714, 64.78024457324476, 50.310110529584584]
359;62;20;0,1;0,9;0,15;GA;180608,43;99,93;[363.01, 78.37, 829.72, 758.95, 521.26, 702.56, 363.17, 531.38, 738.78, 134.88, 975.43, 720.36, 908.27, 403.17, 673.83, 289.35, 500.98, 409.56, 19.35, 776.77];[283.8723877882235, 77.59341977105397, 210.9999512696526, 135.53485525116622, 143.27612573757955, 571.0222879198801, 236.7118705906933, 484.20018917143057, 441.6921299358743, 78.38153100356787, 305.443146638942, 28.607831412919662, 171.08156283269304, 307.5397306970105, 558.7415964069719, 203.75431487463842, 374.91489904549303, 276.7533861643671, 12.971492704169611, 272.72275635620986]
759;63;5;0,1;0,7;0;GA;219796,52;82,38;[514.13, 72.15, 442.67, 729.68, 984.0];[380.64304863513115, 41.2105405873013, 248.99907258965433, 457.61279237529703, 637.9701707133439]
632;64;10;0,5;0,8;0,05;ACO;107317,64;98,57;[700.0, 520.0, 565.0, 600.0, 185.0, 775.0, 395.0, 225.0, 890.0, 75.0];[400.0, 125.0, 320.0, 255.0, 140.0, 235.0, 250.0, 95.0, 565.0, 30.0]
916;65;10;0,25;0,8;0;ACO;118832,96;97,53;[720.0, 570.0, 460.0, 690.0, 120.0, 320.0, 305.0, 680.0, 175.0, 990.0];[680.0, 545.0, 155.0, 170.0, 30.0, 195.0, 170.0, 300.0, 60.0, 815.0]
544;66;10;0,1;0,7;0;ACO;131081,44;96,02;[565.0, 415.0, 670.0, 595.0, 220.0, 330.0, 545.0, 505.0, 960.0, 500.0];[400.0, 335.0, 110.0, 420.0, 210.0, 150.0, 495.0, 275.0, 935.0, 240.0]
358;67;20;0,1;0,9;0,15;NM;154957,17;100;[611.2963953031534, 631.2881287803004, 581.8662765875141, 534.2694607617591, 447.9329432392662, 349.38777569035665, 461.8283988462817, 621.555645408286, 407.977049433312, 554.9307559584863, 400.41765304950144, 369.0318439879677, 288.13759315507946, 465.91773868498126, 638.2820488262669, 392.03445913875385, 526.3874193266898, 284.5844833350211, 406.3066936857893, 482.8469979169514];[346.70532043202877, 280.767837608301, 310.8203168553371, 152.32298428903042, 160.1877519104046, 78.82378923771186, 155.58456438992067, 308.789445834243, 165.13857837646285, 225.09902381256308, 170.62944561381005, 121.17528278680028, 103.63964813180469, 265.8479748591548, 359.04371643878073, 156.74677238746855, 255.3905656210387, 114.63803798178094, 290.29665789509954, 246.39882670779272]
826;68;5;0,25;0,9;0,15;NM;69135,48;100;[659.9711971692814, 588.7392169518866, 930.8589615013861, 686.7167031253847, 797.5347604759838];[358.1579538818228, 487.9758497243229, 830.8231560584442, 464.7912491196323, 198.35071932988862]
57;69;20;0,25;0,8;0,15;RD;155776,28;98,85;[871.566381133353, 882.6667439866393, 120.17926045877591, 350.4226259678952, 489.935624519938, 258.9087107011604, 568.788856684072, 673.3268176529776, 166.11111007224522, 424.13085869609404, 336.81419644088504, 603.1880168363164, 120.4450928286428, 310.7831829168323, 400.74406268718667, 610.1827574081049, 650.9672081391398, 254.81270470863737, 418.2250459365673, 377.6618410104098];[436.8835062813279, 605.2775501930456, 63.78987337066742, 58.29822226871295, 301.79650581292805, 222.26096034918385, 23.803861787753092, 76.90993543536563, 59.87117461278547, 262.06758941048446, 181.04854276528803, 378.0043809136281, 108.89536363076425, 18.84162467371387, 199.2835692206112, 24.12685738801399, 178.6510729333552, 53.2252634510572, 59.13352484339981, 149.06651397935966]
