OrdemPad;OrdemEns;N;cv;rho;p;algorithm;Cost;SL;Smax;Smin
449;144;5;0,1;0,8;0,05;RD;140359,91;92,42;[978.5223689146992, 848.2424554107748, 268.7059756074669, 328.70499776531125, 703.0856710546632];[834.8141186897625, 712.4909773546658, 263.5812579074137, 304.408404823974, 189.9941798430284]
246;145;10;0,1;0,9;0,05;NM;93690,93;99,85;[516.5543705497988, 397.8461875229701, 441.06655891852336, 580.5744110292725, 533.283586192231, 659.3311900673415, 663.9512778557985, 562.3302259402474, 552.899833568004, 541.8430557823895];[237.46560135070155, 266.4253107414709, 218.18536418351692, 374.7924145238595, 330.9383812737546, 265.70153078556507, 409.8151942456173, 335.76691152536466, 252.82811978448888, 233.2892455697893]
328;146;20;0,1;0,7;0;ACO;171157,56;98,22;[815.0, 385.0, 220.0, 840.0, 730.0, 510.0, 420.0, 310.0, 690.0, 315.0, 115.0, 285.0, 735.0, 150.0, 60.0, 350.0, 730.0, 940.0, 505.0, 405.0];[160.0, 45.0, 100.0, 805.0, 240.0, 25.0, 230.0, 160.0, 345.0, 145.0, 20.0, 210.0, 670.0, 70.0, 5.0, 75.0, 370.0, 315.0, 265.0, 30.0]
858;147;5;0,5;0,9;0,05;NM;71018,49;99,29;[438.90542724338417, 1007.9645103527117, 791.9670015255447, 242.980210253276, 661.6510918821792];[270.8551876915571, 432.93960012941324, 491.63636696517983, 122.49302101774964, 329.879677585755]
770;148;5;0,1;0,8;0;NM;125344,83;93,69;[520.4297141273597, 1262.8427284536635, 1166.9111358320672, 363.7037165957032, 590.9261445367724];[407.0595621104512, 717.3642718563258, 458.3002267690528, 177.42375964661153, 576.8873049075002]
823;149;5;0,25;0,9;0,05;GA;85550,14;98,03;[948.54, 326.21, 719.77, 631.93, 432.46];[437.3833435427782, 94.06550034270782, 111.66051005115187, 48.559895220211985, 237.87540942664478]
731;150;20;0,5;0,7;0,15;GA;184822,83;97,6;[432.55, 18.85, 663.16, 598.0, 126.78, 186.4, 365.86, 432.7, 520.08, 249.33, 516.4, 882.26, 218.96, 820.25, 108.84, 111.06, 586.49, 152.92, 484.75, 800.42];[39.55390383576509, 6.527953384682903, 571.0174658765261, 408.606019758159, 93.21013900023308, 151.55629463675257, 63.64960701539144, 372.13082764841, 30.833547653741434, 176.6937388917173, 378.35948506768204, 185.530198478341, 73.31022426801233, 497.8780345409847, 78.75543655863191, 70.59872603916114, 339.25851233346, 103.9916167110741, 45.54819290324252, 372.1594969943784]
43;151;20;0,25;0,7;0,05;GA;164672,08;96,86;[601.47, 328.32, 341.63, 560.03, 728.12, 41.69, 480.13, 1.26, 563.07, 840.63, 413.0, 622.32, 729.95, 902.95, 815.75, 787.3, 75.26, 314.33, 962.27, 320.09];[377.9903523300264, 270.625756154204, 197.29483738603352, 218.90482249450318, 422.3445993594397, 7.420249907808503, 163.59447687425816, 1.021947385625502, 445.8570411641154, 755.3193807406852, 172.4695543680403, 98.64097866792866, 249.86705117637018, 283.7575316568087, 738.913675956688, 504.89940281835675, 54.8450205482492, 115.20812765429253, 718.0352220766774, 206.98154752565895]
537;152;5;0,5;0,9;0,15;RD;82547,06;97,5;[891.8313692515649, 549.8313913983732, 629.2021807474625, 537.0983041949673, 611.9064595957441];[649.2783978112528, 213.04449440602338, 309.2975245952351, 123.86118403427899, 195.06608512825645]
326;153;20;0,1;0,7;0;NM;145538,08;99,46;[395.9464454328511, 504.1924380402372, 574.0169793269715, 499.7063571853348, 547.0292605277405, 430.2626944356663, 426.15599235085926, 457.3002870051593, 410.84446846747784, 612.7449578572393, 503.43787547842356, 457.91209717634393, 504.1076650833587, 513.7624349248417, 454.96557487562063, 468.9135208015829, 309.2878853897422, 548.0982570405338, 415.01898284131363, 592.0502671199575];[253.50635981523735, 192.32707053409572, 270.8197530406095, 265.0646617781224, 285.71994451627546, 203.75071737929088, 255.66140109037678, 170.32737487839526, 175.40635073699926, 303.8257981291403, 265.23824091645, 142.26245439660386, 270.1777726457818, 261.9520282664008, 192.20049817190542, 299.9479705398464, 169.92401647051742, 213.67906817065855, 158.3622974585424, 365.3915084260141]
236;154;10;0,1;0,8;0,05;ACO;113868,05;99,69;[185.0, 505.0, 670.0, 495.0, 555.0, 955.0, 215.0, 595.0, 560.0, 815.0];[80.0, 465.0, 575.0, 205.0, 465.0, 435.0, 100.0, 235.0, 440.0, 785.0]
237;155;10;0,1;0,8;0,15;RD;108585,85;99,09;[627.8887174555027, 595.1814287187725, 770.9825462176763, 400.8574518758511, 307.7073521767925, 897.8388518648431, 858.9251716094552, 210.1814450316257, 568.1787926396745, 545.0296998459057];[453.42976661329715, 296.1024962302783, 748.283656701424, 40.5074037440208, 77.30048070256888, 711.8920509304327, 635.3898089482042, 38.557528202029275, 366.6771696385552, 409.71921834836417]
657;156;20;0,1;0,7;0,15;RD;184314,76;99,57;[610.4052772128182, 967.8495829555781, 431.7216328670015, 107.02272255303791, 597.8592452266432, 958.475950361477, 612.2702636712825, 271.31231709972815, 621.1906172108936, 960.8312243841806, 834.3272593001685, 240.23296363759627, 551.6964669185678, 456.0907913856802, 178.42629204571037, 269.84070012430203, 970.3217332069105, 632.8217188270007, 65.0052855923352, 91.98596913607882];[597.8724533927979, 801.876681066872, 340.852257753641, 75.15296494057455, 153.17664084687956, 416.79298952075357, 299.39371358103875, 137.8093908430081, 364.2655923677975, 596.4639930984584, 219.15320805233628, 85.43725346012911, 315.4953128194714, 297.65684459321994, 16.213789004971407, 180.1518237157769, 629.2155665833938, 133.01982413948045, 15.47845952834265, 29.58396636781017]
776;157;5;0,1;0,8;0,05;ACO;145286,15;91,33;[705.0, 415.0, 650.0, 980.0, 415.0];[470.0, 410.0, 570.0, 590.0, 250.0]
60;158;20;0,25;0,8;0,15;ACO;166817,10;99,11;[785.0, 365.0, 490.0, 225.0, 315.0, 300.0, 570.0, 905.0, 605.0, 400.0, 130.0, 630.0, 30.0, 295.0, 165.0, 975.0, 670.0, 175.0, 540.0, 660.0];[635.0, 115.0, 315.0, 110.0, 85.0, 75.0, 405.0, 250.0, 290.0, 295.0, 15.0, 165.0, 10.0, 255.0, 10.0, 135.0, 345.0, 10.0, 295.0, 475.0]
167;159;5;0,25;0,8;0,15;GA;146983,42;92,76;[160.64, 266.63, 897.75, 584.59, 958.89];[116.06113296456249, 191.51863935903413, 784.6699012817546, 264.870209713574, 635.9234813132206]
54;160;20;0,25;0,8;0,05;NM;131109,90;99,63;[777.5082275549454, 192.78077309895713, 231.65076088755308, 576.784850293055, 426.50555847230646, 629.0736916896366, 439.90572006584307, 440.11302433830235, 383.4567122995553, 415.7340198809209, 364.2210639927323, 299.99383249676055, 321.2718126586336, 337.2395209821109, 483.58247041702066, 369.1785707420861, 294.6004519043423, 167.94958155479975, 381.5872524648852, 217.45135549887084];[352.6013734890876, 26.086754883863605, 123.96513158955617, 465.8304788132117, 201.5234831951409, 260.41723651905704, 285.6654718516905, 289.92464272734134, 187.9428575271159, 255.02206478331985, 248.7436630716898, 114.60203824430275, 184.23142654763518, 44.14416685992859, 70.79269213129618, 143.67429525970283, 138.95816328366087, 41.64196995559405, 200.24569114191462, 36.640799431405725]
435;161;5;0,1;0,7;0;GA;199582,09;85,19;[41.62, 367.44, 891.93, 125.95, 669.31];[15.119232123063538, 290.44124205917007, 779.3802302979899, 29.74404357693674, 660.9182237216843]
652;162;20;0,1;0,7;0;ACO;162781,18;99,76;[110.0, 375.0, 730.0, 320.0, 435.0, 550.0, 350.0, 75.0, 175.0, 90.0, 455.0, 165.0, 320.0, 140.0, 120.0, 980.0, 700.0, 620.0, 530.0, 495.0];[20.0, 95.0, 540.0, 245.0, 320.0, 165.0, 65.0, 50.0, 125.0, 60.0, 420.0, 110.0, 20.0, 70.0, 90.0, 925.0, 475.0, 460.0, 475.0, 485.0]
896;163;10;0,1;0,9;0,05;ACO;104799,93;99,25;[740.0, 605.0, 600.0, 940.0, 755.0, 280.0, 265.0, 285.0, 85.0, 775.0];[365.0, 115.0, 365.0, 170.0, 370.0, 120.0, 95.0, 140.0, 65.0, 575.0]
270;164;10;0,25;0,8;0,05;NM;93021,58;99,71;[630.919443243741, 629.55845942638, 727.9297119126737, 705.3473560520647, 430.8437805521279, 391.05215102455594, 435.00805655596304, 518.6686347548304, 359.10217017650285, 334.2846825662132];[294.9769954311215, 340.70374396785917, 399.3361023369571, 477.9270455621903, 310.4447250144336, 139.53578564983502, 292.17581997527174, 286.761211483962, 190.74930338098278, 200.54958730971492]
126;165;5;0,1;0,8;0,05;NM;115425,61;94,73;[325.2379836487902, 1301.634559692628, 941.1664017163461, 969.5227603235669, 711.8484070760572];[263.2839800878147, 987.3728418123712, 565.5816139504034, 448.7805337253113, 392.68155278982385]
761;166;5;0,1;0,7;0,05;RD;190293,17;86,89;[946.7089683356263, 975.4005092341985, 842.493226601701, 530.7304994933056, 760.2259685210772];[872.6166084265152, 864.535441344883, 672.5068524998904, 363.83970254826534, 101.90303287163759]
401;167;20;0,5;0,7;0,05;RD;160788,67;97,69;[492.8404913801665, 882.5533075893145, 194.2388897745596, 845.9278923331059, 53.399384401427, 690.6133308887196, 300.9728080171251, 544.4311183452814, 273.70999188518033, 765.8008221058524, 299.10796335460856, 139.85199196743702, 155.71305622858722, 473.010460978474, 319.1842954874198, 365.527476931512, 379.8657746068448, 339.9691436397076, 260.2036735710952, 457.4051992679038];[263.4474393827186, 306.2403810710385, 111.84191286660948, 642.4674919293757, 31.223792044563297, 625.5715429654059, 78.54768757710633, 382.3311935548832, 103.65358723204861, 203.44242087580946, 13.376184560960878, 114.62613489871003, 21.629718566227158, 328.7822781483468, 115.72623977122743, 114.91898733125332, 218.95339847753084, 290.5730462695089, 84.0766747353814, 224.39634707434226]
518;168;5;0,5;0,8;0;NM;80400,91;98,34;[883.4375289989588, 700.5737972690677, 875.2012950072863, 805.7467782809589, 448.02685978200867];[386.2025981908979, 568.5756015081585, 717.9018441028123, 516.1526568739546, 212.83709010617216]
349;169;20;0,1;0,9;0;RD;167018,30;99,25;[172.27305488289502, 595.7188637734891, 272.6395532218926, 859.3020124799754, 807.8921717566599, 472.2227563126652, 244.3455344818697, 454.2579319966715, 69.1346841438173, 756.2269328415504, 294.00308736940593, 160.61599018077854, 156.07739339713834, 443.485038951673, 177.3493799403081, 768.8884126258912, 196.74057346303152, 383.3130391588334, 345.2143308077725, 676.3282344826586];[43.64190448476996, 280.96328881794636, 144.48594384124638, 270.8766407124562, 486.5658452454354, 110.05663651182257, 8.112097191916481, 91.53819615512008, 6.718915633713139, 374.8789366605933, 22.23381049936431, 128.4167450425094, 99.1958414493654, 139.88873281879364, 85.87416656887405, 444.60680272633834, 194.1144269440065, 217.8808904420211, 224.8413102342495, 268.3304091526585]
217;170;10;0,1;0,7;0;RD;112873,09;99,4;[747.4569386975518, 350.6986655708183, 426.62521767384123, 743.2891484655249, 716.5811250200625, 503.43944366408357, 938.3313848267611, 928.4298073052043, 668.8801988758241, 273.60305024586637];[492.32158554734735, 59.990198296250654, 301.60487012769727, 599.7595245336903, 327.5175808914876, 480.88290891422037, 835.6781143531579, 577.7496979593658, 363.478150129762, 121.1533748309196]
239;171;10;0,1;0,8;0,15;GA;121832,67;98,21;[589.05, 383.99, 692.99, 94.69, 157.28, 711.55, 144.98, 552.43, 861.01, 516.68];[490.5476532342605, 80.53212435555359, 193.3595332819781, 78.96695242772749, 76.89152327407453, 549.5336293874584, 100.1735871948675, 212.20937137476767, 346.12454103317253, 237.78696853535374]
325;172;20;0,1;0,7;0;RD;156355,96;98,65;[604.7347602011054, 217.12878354335663, 410.98203620234153, 607.9630894189252, 461.394164839946, 396.5567484583753, 450.1761915395959, 595.51583239117, 569.8488572577992, 641.1329252253063, 677.9525948710074, 418.726105767574, 240.13473056521138, 221.06283003100359, 504.3043414343214, 318.69980419310883, 99.19621774925136, 158.9814192097856, 738.4161832990109, 414.0152220259389];[313.1547857942776, 50.88000552066971, 254.2042769680258, 60.27402088121629, 37.841707533139704, 332.022495880628, 393.3337579422848, 20.773156354446062, 327.0871362020933, 40.9818190537971, 420.3808626724636, 289.9422675323223, 26.252505100739633, 88.06292783616958, 449.56143754820323, 114.29182181797535, 80.25129336861912, 69.16999341409051, 690.788199111859, 95.30831310460718]
930;173;10;0,25;0,9;0,05;NM;85659,67;99,99;[455.6852387374524, 440.64014242588985, 563.593466359614, 437.74471312894144, 488.72095921120876, 444.96151364225403, 661.1239388269719, 372.2376280769416, 451.9699075288282, 636.2772621295834];[162.61069288288502, 220.82127484701425, 240.46371478635274, 195.55119875543295, 208.74292204226558, 247.09617850472821, 343.65733046081897, 183.16754301250995, 261.452205533312, 271.04958726429777]
549;174;10;0,1;0,7;0,15;RD;132250,29;96,44;[882.1894836544933, 300.01681274084314, 506.598345041312, 407.49004088519183, 611.5290314102258, 519.580214838843, 689.5816086453578, 939.7582899983728, 419.02326729439176, 646.7802087987105];[652.1222492686736, 168.6258603661567, 445.52690964166226, 14.40953083212931, 250.2755326876453, 349.1343546117849, 612.6109247375795, 658.6118267979725, 80.23904735668435, 488.2872756683675]
705;175;20;0,25;0,8;0,15;RD;183333,55;98,27;[443.80983804488926, 826.9993955390277, 989.5551188582458, 897.110418204614, 146.88482858275842, 192.45916476833912, 902.0828893226042, 848.2701849554222, 282.9567352173431, 419.41255244825606, 100.69086860128107, 128.18509090570495, 878.9286186396545, 195.65969308501562, 439.7081636635507, 38.85756633875204, 610.3738163137748, 69.32161399278203, 94.36022933003785, 287.4298128569285];[300.6384536967857, 217.82084293428062, 851.9016803303432, 604.8621272661559, 124.3440471241646, 20.7792990650053, 128.03764686219344, 695.4770371670701, 58.68587476407942, 296.3931287700976, 50.350076348982704, 61.31610187357823, 692.5601135828381, 184.4157073078237, 337.09903529488395, 37.26796483490552, 111.33685102217335, 29.317968160567304, 78.46710543780893, 125.16990133387085]
589;176;10;0,25;0,8;0;RD;124309,34;96,93;[656.5703618148973, 682.4815297550392, 983.5946263584539, 864.2197567923864, 646.8799415954934, 210.1375307066088, 610.5372765931521, 345.7758950373195, 654.1979694635688, 622.7413398817945];[312.2409578108041, 304.05401647012695, 345.0010427145741, 803.3006138445347, 596.6268406691087, 83.13287972928882, 254.38041465098453, 100.6046185914613, 292.5038969031682, 203.78712018915522]
935;177;10;0,25;0,9;0,15;GA;119151,06;97,58;[262.63, 83.88, 726.16, 681.18, 45.51, 679.12, 211.86, 442.26, 141.93, 998.35];[51.97164410390364, 12.355471051019956, 487.5944518969446, 73.05154181196878, 8.748755167117197, 654.5048792496572, 194.70751871398588, 390.8919903346052, 34.069831136021534, 138.28718023950802]
752;178;20;0,5;0,9;0,05;ACO;174601,68;99,21;[310.0, 225.0, 390.0, 605.0, 460.0, 140.0, 425.0, 510.0, 355.0, 45.0, 55.0, 230.0, 140.0, 335.0, 890.0, 575.0, 620.0, 90.0, 165.0, 430.0];[45.0, 115.0, 175.0, 275.0, 375.0, 135.0, 315.0, 85.0, 235.0, 20.0, 35.0, 25.0, 100.0, 245.0, 820.0, 380.0, 405.0, 60.0, 100.0, 65.0]
742;179;20;0,5;0,8;0,15;NM;167398,20;99,95;[454.0015901502004, 593.2308760290723, 624.1514782703664, 556.3960922054965, 568.5747164180538, 461.91623582789975, 426.3411302500896, 415.1589165862414, 575.6992535389381, 661.6472527406468, 485.95416354292877, 529.5966006341139, 537.4956649949227, 662.758207708142, 499.92180060947203, 603.5802300123521, 508.24358961126035, 478.84437137771323, 576.998565442548, 381.46135457947673];[205.3221658503338, 360.97081316589083, 303.6785377596519, 233.95311318824295, 253.2362951565258, 275.62231598927104, 231.62241368008466, 314.41224736916075, 298.7981681912278, 262.9602500494753, 224.4819551164924, 297.0238070971798, 216.55953788049422, 392.9119306727976, 282.56485292252773, 225.48524016126797, 251.14089602144102, 201.73757659302765, 320.44102136950863, 172.52278387320763]
152;180;5;0,25;0,7;0,05;ACO;206391,82;83,55;[300.0, 760.0, 665.0, 250.0, 280.0];[265.0, 325.0, 585.0, 160.0, 105.0]
129;181;5;0,1;0,8;0,15;RD;116829,19;94,6;[809.6825889999399, 966.656796876317, 619.786465098155, 335.78470653195893, 445.8969547742415];[577.1684706090764, 826.3507868521535, 498.3896948880704, 283.74232530572914, 299.50346719930064]
934;182;10;0,25;0,9;0,15;NM;101733,19;100;[640.441056543966, 527.7533332390386, 491.758725453948, 381.0029792318791, 603.5343927800766, 742.7238970503777, 650.211377050666, 702.7493141462469, 492.5344859375531, 655.4944712757999];[304.3331261813792, 324.88599422254435, 235.6121812644091, 163.84815196931615, 431.8374569660195, 565.3231434629071, 422.0223118670313, 416.1946474710292, 296.5817985439777, 356.2835855020952]
176;183;5;0,25;0,9;0,05;ACO;75949,19;99,37;[390.0, 510.0, 610.0, 900.0, 955.0];[345.0, 330.0, 380.0, 270.0, 860.0]
356;184;20;0,1;0,9;0,05;ACO;185214,14;99,51;[175.0, 805.0, 685.0, 245.0, 535.0, 150.0, 245.0, 255.0, 265.0, 445.0, 320.0, 180.0, 675.0, 395.0, 175.0, 505.0, 905.0, 800.0, 660.0, 470.0];[85.0, 590.0, 30.0, 100.0, 120.0, 90.0, 170.0, 150.0, 10.0, 35.0, 125.0, 150.0, 220.0, 315.0, 120.0, 265.0, 540.0, 615.0, 330.0, 445.0]
329;185;20;0,1;0,7;0,05;RD;165520,70;97,55;[696.70122138194, 491.85195368042577, 105.90747194366735, 746.8140380958225, 327.5923278546542, 153.77371190204013, 610.4560213940189, 215.23410285683943, 703.9265453276116, 940.088681885287, 192.7818530690505, 157.18101391967377, 262.72570017877615, 98.72723334456546, 741.5572154310273, 180.11494043909414, 444.9081928680018, 514.7836518834307, 362.29734781772936, 548.339291921053];[80.21131564120437, 453.36069413428527, 26.711205568735625, 241.4755020137592, 137.28810753010694, 4.519164689645142, 562.7359153443263, 119.48339852519477, 346.9205706598735, 885.4960889966728, 189.40506313541906, 29.734225651330657, 23.75435786077885, 71.54673611836228, 486.0804993054598, 128.32623815330658, 121.19165840100572, 45.28520051471842, 286.6744784665944, 118.9131311476391]
937;186;10;0,5;0,7;0;RD;130123,22;96,48;[380.2653952675514, 785.7971331387623, 883.4776831912374, 734.0057815195499, 369.0112423378509, 401.7430915386685, 358.4680475786504, 132.42836060263917, 915.9898616978764, 674.6114691557425];[356.9885424530924, 642.8655480901663, 246.9829771454479, 188.35846139649178, 142.8022870516295, 274.7329898827775, 38.659887302544966, 84.5085420070545, 317.8446177885943, 247.79281342411727]
44;187;20;0,25;0,7;0,05;ACO;179347,66;97,42;[330.0, 845.0, 975.0, 565.0, 440.0, 550.0, 245.0, 615.0, 660.0, 750.0, 205.0, 845.0, 315.0, 245.0, 130.0, 235.0, 705.0, 385.0, 400.0, 155.0];[285.0, 765.0, 825.0, 285.0, 85.0, 190.0, 125.0, 515.0, 305.0, 200.0, 85.0, 85.0, 10.0, 20.0, 10.0, 215.0, 130.0, 205.0, 115.0, 120.0]
132;188;5;0,1;0,8;0,15;ACO;126695,60;92,96;[545.0, 805.0, 770.0, 930.0, 470.0];[215.0, 630.0, 430.0, 815.0, 255.0]
959;189;10;0,5;0,8;0,15;GA;110725,57;99,61;[778.13, 390.22, 778.21, 277.4, 137.69, 558.05, 261.04, 348.64, 417.37, 786.2];[369.1328094233145, 18.40196850113946, 330.9548389797833, 119.68999143715689, 56.59578358453365, 275.5228687026288, 232.31922898268212, 334.47996123461826, 74.3219069919987, 563.9783411319124]
739;190;20;0,5;0,8;0,05;GA;174929,03;98,96;[843.72, 418.92, 756.97, 130.05, 140.45, 998.61, 568.47, 39.16, 450.63, 857.46, 918.03, 540.39, 955.53, 494.51, 132.29, 64.56, 297.31, 293.22, 644.03, 700.75];[205.35088208367017, 234.4267223949653, 581.1294228842097, 20.091635891217653, 73.27014270499583, 236.10509691892722, 292.88671820069555, 36.840722024568386, 174.63521201312085, 76.25973452826473, 723.7728059334834, 263.79588428890145, 67.8453664719202, 31.831040740612597, 6.342593961609084, 39.92378505249449, 150.22857186373477, 196.2987947350165, 341.542128913258, 582.4292677979648]
734;191;20;0,5;0,8;0;NM;143500,98;99,42;[317.9396048997785, 470.05564187086895, 512.8450682063648, 313.8272115205393, 500.32029124030925, 519.4037090138795, 468.2730145939642, 458.9935134245301, 311.8069678348603, 529.6532307873694, 487.7769424383245, 434.82804286049264, 544.0090057032294, 390.312594128224, 385.4917249880748, 434.7738869777634, 633.6935561173434, 629.8610038245967, 347.71698632400125, 510.8251230510838];[156.03886692089685, 192.62237401675844, 253.72875886393223, 190.28509815351913, 240.30606579443952, 189.08872929604362, 220.7701794323233, 220.69462460619917, 175.59573286883779, 247.409951865024, 204.38475161826415, 261.34159435069375, 235.77380701760774, 256.43264302181257, 167.07503759838468, 178.60251668920205, 352.8132316449274, 183.25141371475647, 171.69545142046286, 229.56852223366957]
866;192;10;0,1;0,7;0;NM;123449,46;97,29;[1077.4474334481883, 342.30802904511893, 707.0911158673382, 644.629537518149, 737.7254807618822, 373.3589367754266, 597.9685917773595, 797.6429413529837, 258.8239042355089, 821.2093036298241];[593.0037355045048, 266.12568492636814, 290.76401209986705, 425.9492382012789, 381.1096124904216, 305.0493883334317, 359.68054646133317, 404.30165097959485, 61.931081485872284, 312.1843277165313]
612;193;10;0,25;0,9;0,15;ACO;115721,95;97,78;[575.0, 745.0, 715.0, 195.0, 580.0, 135.0, 230.0, 230.0, 180.0, 995.0];[470.0, 590.0, 310.0, 160.0, 110.0, 40.0, 200.0, 5.0, 105.0, 325.0]
84;194;20;0,5;0,7;0,15;ACO;188276,66;98,43;[720.0, 870.0, 735.0, 395.0, 765.0, 765.0, 360.0, 150.0, 580.0, 165.0, 745.0, 390.0, 125.0, 600.0, 480.0, 795.0, 665.0, 480.0, 0.0, 165.0];[520.0, 775.0, 410.0, 245.0, 670.0, 750.0, 225.0, 80.0, 110.0, 100.0, 375.0, 65.0, 110.0, 415.0, 150.0, 115.0, 440.0, 145.0, 0.0, 30.0]
773;195;5;0,1;0,8;0,05;RD;118342,71;94,61;[814.1885354550228, 924.3445559395764, 777.5634893630363, 584.967159993282, 678.102765173418];[643.9242258048657, 390.72391515834096, 730.4162712559761, 573.7300997022215, 611.0448757891487]
223;196;10;0,1;0,7;0,05;GA;122812,74;97,79;[421.93, 72.39, 909.72, 971.6, 330.0, 613.52, 474.98, 871.77, 308.44, 522.3];[324.75273224642586, 62.67413580315627, 131.80443888764808, 172.08659679876357, 61.38798987251283, 242.35721589959797, 331.15017012471696, 416.0573546647239, 288.0142644613591, 127.72125720119912]
577;197;10;0,25;0,7;0;RD;125783,23;99,94;[928.717199364534, 654.4360755712703, 237.98710022182647, 639.007159291553, 197.6951660159828, 545.0736232342231, 859.701456983793, 909.1865031847382, 368.44067857901564, 711.0729944347597];[699.8702643662841, 620.7306144811636, 176.72098017595277, 590.2342186552777, 136.0228039838131, 541.811352637479, 597.4503593592777, 866.6723402176802, 192.45729120683498, 625.1795356120277]
833;198;5;0,5;0,7;0,05;RD;164196,30;89,34;[478.9741691616476, 608.9954384323836, 792.9541451490164, 871.6636058985249, 472.1910676021148];[298.72548448734295, 526.8976261811056, 735.3465641124711, 638.9403190829577, 240.89796675923725]
107;199;20;0,5;0,9;0,15;GA;158743,26;98,91;[409.08, 178.33, 488.65, 406.73, 640.04, 832.76, 716.95, 750.74, 90.59, 415.26, 140.42, 548.72, 746.02, 691.87, 436.46, 901.29, 223.28, 367.31, 492.87, 280.65];[217.09364120710015, 30.93634870422361, 429.07180557868185, 173.4302288483008, 117.57209402792179, 330.6733440220563, 500.2585205398057, 143.7326237142262, 43.24176473012967, 300.3087324378538, 56.612674348826474, 414.0652745589868, 36.662135961524974, 316.63387990797287, 67.28346531788637, 570.4562267458607, 168.01819579215567, 258.17739015250083, 61.36885454284293, 69.350037738471]
342;200;20;0,1;0,8;0,05;NM;158855,24;100;[598.470741897521, 456.5845177657446, 421.19683314036183, 657.5272947566598, 487.6632747611526, 411.37218775644794, 448.6253573913559, 538.1943900100632, 462.62622015727703, 579.776160659297, 335.5110743192119, 608.4167382788098, 578.6230639929452, 565.2207305373389, 398.55100128361255, 486.8425335053106, 573.7297187149022, 437.7008528552365, 562.6531557668096, 695.811470319429];[282.4881369262884, 310.75096342684964, 171.11284068493873, 317.43005748014826, 248.40899120307918, 258.1397243245024, 228.21475188557903, 232.5296002816512, 273.9815515347525, 257.35208511954926, 157.5620331183246, 298.271601625379, 306.3473197756138, 267.42576800074005, 208.0410880175595, 285.65310750851893, 184.94674479301108, 140.52885918408424, 236.56263363419794, 280.59950618528217]
579;201;10;0,25;0,7;0;GA;135308,09;95,25;[826.74, 972.96, 985.55, 999.14, 332.63, 97.84, 106.92, 914.1, 635.95, 114.69];[542.0029863581776, 612.8183966955986, 570.6075642459614, 41.05186073859528, 8.731720127349474, 43.57571036916079, 102.65827771121386, 634.9698840213597, 590.0452125150692, 110.49449922442646]
153;202;5;0,25;0,7;0,15;RD;186997,19;87,23;[914.7883256134074, 794.4406105751135, 854.8409298815536, 894.7344723846536, 865.8560016520975];[456.13452205690226, 686.5472433582809, 465.79312160286105, 415.7451695696812, 846.9630704794317]
471;203;5;0,25;0,7;0;GA;203829,68;84,6;[230.86, 834.34, 371.94, 291.31, 288.91];[26.31680739381876, 752.6623931538204, 190.42787315559508, 129.49946472572978, 4.176490286917308]
125;204;5;0,1;0,8;0,05;RD;133222,05;92,57;[942.0281483359031, 571.6844673428837, 220.9663395725364, 796.7580790570406, 914.4098297422606];[785.3876320931143, 538.8176199357861, 54.44268308952705, 744.7471553474795, 415.4278461366665]
638;205;10;0,5;0,9;0;NM;89695,94;99,9;[368.1852482271029, 500.7145597212768, 595.2226430071777, 689.5005931010512, 466.86336097117265, 550.3515334525422, 687.9913096043886, 572.7444140131902, 517.533122901368, 527.9157496128995];[125.9205499850839, 257.94280424819453, 381.5310745412477, 408.164490321102, 155.14446069810694, 358.0361960988927, 445.3643605582024, 226.3313916863508, 205.69221066749242, 167.83660410750448]
953;206;10;0,5;0,8;0,05;RD;115940,81;97,29;[394.18106598521797, 329.8535200042769, 462.00648841142, 261.04238956726687, 777.1670647788794, 259.5075884801017, 933.3896648292983, 382.07833918562875, 304.18770089577293, 979.018916974027];[144.63590667863994, 317.32677624132253, 327.56043847693064, 118.4991362829333, 477.3781775724485, 162.2173788813747, 738.6082157652985, 92.09533657762121, 217.73387828241997, 355.82410841032134]
33;207;20;0,1;0,9;0,15;RD;175190,26;99,45;[127.87268389013529, 296.5453780232492, 160.9021750069405, 396.4715572223688, 407.0931115852714, 172.0839292180556, 331.1256223830774, 442.1454010254196, 112.83106070676429, 614.5564051102606, 632.415514475474, 283.11181419098233, 383.7597870439381, 124.6008817583828, 935.2092006043576, 26.847488277307097, 269.5003993163927, 759.7624743741623, 567.064203608674, 203.6840877469287];[55.511123674077666, 201.6723326822361, 141.33616351184156, 155.36149467888416, 250.8113582246289, 124.35286064978105, 77.62538042826796, 247.2523294214801, 13.516501061356735, 241.08865588953608, 343.1257385250688, 198.7386106516006, 53.30731993936033, 108.71600825744903, 888.5769300631043, 20.99207567295403, 20.769234114130207, 690.611128231652, 221.10940287819773, 6.619282239121938]
344;208;20;0,1;0,8;0,05;ACO;167848,38;99,87;[265.0, 385.0, 980.0, 685.0, 360.0, 325.0, 280.0, 520.0, 875.0, 230.0, 500.0, 270.0, 340.0, 650.0, 415.0, 670.0, 85.0, 45.0, 55.0, 230.0];[215.0, 220.0, 390.0, 285.0, 55.0, 105.0, 225.0, 200.0, 745.0, 125.0, 420.0, 115.0, 205.0, 500.0, 95.0, 335.0, 60.0, 25.0, 10.0, 120.0]
